the_geom,OBJECTID,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType,OwnerName,LocationX,LocationY
POINT (-90.076989294557 29.951922709288),876718,FREY SMOKED MEAT,4141 BIENVILLE ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FREY SMOKED MEAT,3678691.8167,530187.70942
POINT (-90.05065667633 30.012550600808),876762,HAPPY DISCOUNT,5301 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MARAH LLC,3686783.64028,552326.675094
POINT (-90.009233646553 30.010985882856),876910,LUCKY JEAN SEAFOOD,6746 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"JT ORLEANS,LLC",3699899.42436,551906.801622
POINT (-90.076989294557 29.951922709288),876748,GRAND ISLE PARTNERS,575 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,504-520-8530,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GRAND ISLE PARTNERS LLC,3678691.8167,530187.70942
POINT (-90.06768717838 29.956481872818),876593,CRESCENT CITY PIZZA WORKS,407 BOURBON ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"407 BOURBON, LLC",3681619.1613,531878.005699
POINT (-90.100493748003 29.920540318202),877032,NIRVANA INDIAN CUSINE,4308 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-894-9797,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KESWANI GROUP INC,3671371.54439,518695.066615
POINT (-90.076989294557 29.951922709288),877304,SUBWAY #57008,4001 BEHRMAN PL,,NEW ORLEANS,LA,70114,504-982-0302,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RANDAL BEHRMAN 57008 CORPORATION,3678691.8167,530187.70942
POINT (-90.066355594662 29.954500384619),877465,W FRENCH QUARTER HOTEL,316 CHARTRES ST,,NEW ORLEANS,LA,70130,504-581-1200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WESTERN HOST, INC",3682048.77532,531162.123394
POINT (-90.095374067155 29.941671960875),876946,MCDONALD'S 6969,2856 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-254-0510,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),COAXUM ENTERPRISES INC,3672910.26299,526396.789246
POINT (-90.086314486116 29.923947662527),876562,CLOUD NINE BISTRO,3138  MAGAZINE ST,STE #D,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"O'DONNELL,LLC",3675849.56033,519982.702264
POINT (-89.994182764868 30.027940127002),877119,PIZZA HUT #30993,5790 CROWDER BLVD,,NEW ORLEANS,LA,70127,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HORIZON RIVER RESTAURANTS, LLC",3704590.60766,558127.357339
POINT (-90.112800835365 29.962587870936),876543,CHINESE KITCHEN,3327 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,601-799-2654,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WOO-KEE TRADING CO INC,3667310.21185,533943.404741
POINT (-90.106055865833 29.96904589663),877014,NAMESE,4077 TULANE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CONNECTING EXPRESS, LLC",3669420.73556,536314.603975
POINT (-90.076989294557 29.951922709288),877018,NEW CHINA,1885 ROUSSEAU,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),QIU  & SUN FOOD LLC,3678691.8167,530187.70942
POINT (-90.059131954159 29.96534445174),876783,HORNS EATERY,1940 DAUPHINE ST,,NEW ORLEANS,LA,70116,504-943-1460,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JAKAL MANAGEMENT, INC",3684292.33916,535130.78855
POINT (-90.042881291894 29.962398128483),876443,BRATZ Y'ALL!,617 PIETY ST,B,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BRATZ Y'ALL BISTRO BAKERY & BIERGARTEN LLC,3689449.72239,534116.980613
POINT (-90.078736989494 29.946278953584),876862,LA GRAND CAFE/SUBWAY,1001 LOYOLA AVE,,NEW ORLEANS,LA,70113,504-780-8027,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),GFM INC,3678160.85288,528129.367999
POINT (-90.112911311079 29.94675755798),876689,FELIPE'S TAQUERIA,6215 S MIRO ST,,NEW ORLEANS,LA,70125,504-866-1852,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FELIPE'S LOUISIANA LLC,3667336.54343,528186.524032
POINT (-90.063962079818 29.947842406433),876804,INTERNATIONAL RIVER CTR  PARKING SERV INC,100 POYDRAS ST,16,NEW ORLEANS,LA,70130-1639,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NEWTON III, GEORGE J    NEWTON III, GEORGE J",3682833.51906,528749.42848
POINT (-90.076989294557 29.951922709288),876383,AT THE AVENUE,1416-18 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-676-8480,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AT THE AVENUE, INC",3678691.8167,530187.70942
POINT (-89.973979397162 30.031708672094),877171,RED APPLE,9954 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JIANG & ZHENG, LLC",3710967.12465,559573.018461
POINT (-90.100150976599 29.975472586982),876631,DO SON NOODLE HOUSE,135 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,504-309-7286,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DOSON, INC",3671265.14203,538671.669961
POINT (-90.064759399398 29.941956775949),877303,SUBWAY #42681,901 CONVENTION CENTER BLVD,107,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RPGC ENTERPRISES LLC,3682604.72034,526606.404158
POINT (-90.100266368349 29.975363691683),877509,ZASU,127 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),OSTRAZ LLC,3671229.03604,538631.678281
POINT (-90.074991157744 29.953550921348),876713,FRENCHEEZE AT THE PYTHIAN,234 LOYOLA AVE,SPC 16,NEW ORLEANS,LA,70112,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),FRENCHEEZE AT THE PYTHIAN,3679318.05544,530786.730434
POINT (-90.064005672658 29.958968216621),876347,801 ROYAL,801 ROYAL ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),801 LLC,3682774.89634,532795.026756
POINT (-90.067573577506 29.954992794813),876597,CURIO,301 ROYAL ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),301 ROYAL LLC,3681661.11458,531336.91917
POINT (-90.009340545976 29.964582195816),876498,CAJUN JOE'S SEAFOOD,6024 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,504-942-0202,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THANH CHAU CORPORATION,3700060.5704,535032.34247
POINT (-90.113313916052 29.946797134461),877086,PAPA JOHN'S #622,3117 CALHOUN ST,,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"PJ OPS LOUISIANA,LLC",3667208.89204,528199.557952
POINT (-90.018718379912 29.961663778087),877227,SANTANESSE'S SOUL SECRETS,5340 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"SANTANESSE'S SOUL SECRETS,LLC",3697103.50608,533936.914885
POINT (-90.121352842584 29.922202850715),877179,REGINELLI'S PIZZERIA,5961 MAGAZINE ST,,NEW ORLEANS,LA,70115-5839,504-899-1414,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN CAFE LLC,3664757.69831,519229.135159
POINT (-90.086835181146 29.966545109843),877160,RALLY'S HAMBURGER #407,131 N BROAD ST,,NEW ORLEANS,LA,70119-5505,727-519-2001,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),CHECKERS DRIVE IN REST I,3675516.12021,535470.913158
POINT (-90.062764533542 29.94853775976),877156,RAISING CANES #135,1 POYDRAS ST,#242,NEW ORLEANS,LA,70130,972-769-3100,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),RAISING CANES RESTAURANT,3683209.95157,529006.487168
POINT (-90.08874792059 29.923207315611),877127,POKE LOA,3341 MAGAZINE ST,,NEW ORLEANS,LA,70115,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"POKE JOE'S,LLC",3675081.68334,519705.104824
POINT (-90.127867508374 29.91725437938),876536,CHILDREN'S HOSPITAL CARE,200 HENRY CLAY AVE,D,NEW ORLEANS,LA,70118-5720,504-899-9511,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHILDREN'S HOSPITAL,3662713.03642,517407.919029
POINT (-90.102129423963 29.959897201701),876747,GRACIOUS BAKERY + CAFE,1000 S JEFFERSON DAVIS PKWY,STE 100,NEW ORLEANS,LA,70125,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GRACIOUS, LLC",3670699.63995,533001.12314
POINT (-90.076989294557 29.951922709288),877185,RESIDENCE INN BY MARRIOTT-[REST],345 SAINT JOSEPH ST,,NEW ORLEANS,LA,70130,504-522-1300,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RESIDENCE INN BY MARRIOTT, LLC.",3678691.8167,530187.70942
POINT (-90.076989294557 29.951922709288),877060,OPEN HANDS,3328 LA SALLE STREET,,NEW ORLEANS,LA,70113,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"OPEN HANDS,LLC",3678691.8167,530187.70942
POINT (-90.06662276702 29.955342204226),877224,SALON BY SUCRE',622 CONTI ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SUCRE' LLC,3681960.78908,531467.304451
POINT (-90.051202841869 29.952665608403),877058,ONE STONE,323 VERRET ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"AP COFFEE & WINE, LLC",3686854.46044,530548.304898
POINT (-90.065604147579 29.952522658168),877128,POKE POKE,207 N PETERS ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),YOGA PANTS & THE BEARD LLC,3682294.68277,530445.581634
POINT (-90.098445630782 29.97174732027),876720,FULLBLAST BRUNCH,139 S CORTEZ ST,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CB HOSPITALITY,LLC",3671819.63911,537322.833224
POINT (-90.073787155546 29.950590722965),876557,CITY GREENS,909 POYDRAS ST,STE 125,NEW ORLEANS,LA,70112,504-451-5817,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CITY GREENS LLC,3679711.14754,529714.482369
POINT (-90.091025177524 29.928769701752),876952,MCDONALDS,3321 ST CHARLES AVE,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CLB INVESTMENTS, LLC",3674338.41672,521719.961786
POINT (-90.076989294557 29.951922709288),876574,COPPER VINE,1009 POYDRAS STREET,STE B,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAMPART 442, LLC",3678691.8167,530187.70942
POINT (-90.103997190088 29.920356753708),876857,LA BOULANGERIE,4600 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LRP BAKERY,LLC",3670262.49025,518616.392695
POINT (-90.063293825977 29.94773526893),876773,HILTON NEW ORLEANS RIVERSIDE  SPORTS EDITION,2 POYDRAS ST,,NEW ORLEANS,LA,70130-1656,504-584-3901,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"INTERNATIONAL RIVERCENTER LESSEE, L.L.C.",3683045.57205,528712.8144
POINT (-90.084667826446 29.958747145884),876365,ANITA'S GRILL,2122 TULANE AVE,,NEW ORLEANS,LA,70112,504-523-1542,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANITA GRILL INC,3676233.24763,532642.750788
POINT (-90.056195627453 29.96454632524),877315,SUKHOTHAI,2200 ROYAL ST,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROYAL TRADING,LLC",3685225.28021,534850.911046
POINT (-90.073340426046 29.949692291575),876835,JUAN'S FLYING  BURRITO,515 BARONNE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LUCKY ROOSTER LLC,3679856.20546,529389.334977
POINT (-90.069201103062 29.954831052558),876927,MANGOMANGO - BE,201 BOURBON ST,,NEW ORLEANS,LA,70130,504-586-0406,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),BOURBON SALOON INC,3681146.39893,531272.414338
POINT (-90.044868353015 29.96757445389),877175,RED'S CHINESE,3048 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,646-515-0538,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ST. JAQUES RESTAURANT GROUP LLC,3688799.39094,535992.201095
POINT (-90.06744820306 29.943452149128),876856,LA BOCA RESTAURANT,870 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,504-525-3474,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BOCA LLC,3681747.17775,527140.758399
POINT (-90.076989294557 29.951922709288),877496,WILLIE'S CHICKEN SHACK,428 CANAL ST,STE:206,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),WILLIE'S CANAL LLC,3678691.8167,530187.70942
POINT (-90.05765579375 29.963689040391),876608,DAT DOGS,601 FRENCHMEN ST,,NEW ORLEANS,LA,70116,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOGS ENTERPRISES LLC,3684766.42652,534534.020357
POINT (-90.06733242113 29.944809237054),876670,EMERIL'S,800 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130-3614,504-581-4703,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),L J E PARTNERSHIP,3681778.39247,527634.649919
POINT (-89.929135616567 30.032236173165),876392,BA MIEN RESTAURANT,13235 CHEF MENTEUR HWY,C,NEW ORLEANS,LA,70129,504-255-0500,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BA MIEN CORPORATION,3725153.71328,559935.943517
POINT (-90.068758182217 29.950914793055),876571,COMMERCE RESTAURANT,300 CAMP ST,,NEW ORLEANS,LA,70130,504-561-9239,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COMMERCE RESTAURANT,3681302.36892,529849.866369
POINT (-90.11363602098 30.023807106784),876690,FELIX'S RESTAURANT  & OYSTER BAR,7400 LAKESHORE DR,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FELIX'S LAKEFRONT, LLC.",3666808.79802,556202.373082
POINT (-90.057832071907 29.962685713974),876989,MONA'S CAFE,504 FRENCHMEN ST,,NEW ORLEANS,LA,70116,504-400-3757,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONA'S PITA BREAD,INC",3684714.67311,534168.552773
POINT (-89.948392991802 30.028245770917),876970,MICHOUD SEAFOOD & DELI,4952 BULLARD AVE,,NEW ORLEANS,LA,70128,504-609-9450,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"VU-NGUYEN, INC",3719078.10124,558410.729116
POINT (-90.068463516428 29.953062758955),877134,POPEYES FAMOUS FRIED CHICKEN  #2030,621 CANAL ST,,NEW ORLEANS,LA,70130,504-561-1021,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3681387.05807,530631.975682
POINT (-90.069450580293 29.945118016094),876386,AUCTION HOUSE MARKET,801 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"801 MAGAZINE MARKET,LLC",3681106.35925,527739.527999
POINT (-90.034712989901 30.00637982159),877487,WENDY'S #228,4605 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"HAZA FOODS OF LOUISIANA, LLC",3691854.80067,550139.576404
POINT (-90.048664154971 29.974954026107),876542,CHINESE INN,1630 FRANKLIN AVE,,NEW ORLEANS,LA,70117-7727,504-943-2455,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"YANG, SHU K",3687567.49788,538662.191689
POINT (-90.127402647485 29.949820617042),876442,BOURREE AT BOUCHERIE,1510 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROCKETS,,LLC",3662735.66023,529251.781889
POINT (-90.101109220361 29.920596290707),876771,HEY! CAFE,4332 MAGAZINE ST,,NEW ORLEANS,LA,70115,504-891-8682,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SKY BREW LLC,3671176.36513,518713.323255
POINT (-89.959180002712 30.044700516567),876847,KFC/TACO BELL,6009 BULLARD AVE,,NEW ORLEANS,LA,70128,601-649-2522,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"WEST QUALITY FOOD SERVICE, INC",3715593.12466,564353.192993
POINT (-90.076989294557 29.951922709288),876778,HOLY CREPES !,1100 N PETERS ST,STE 23,NEW ORLEANS,LA,70116,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"CREPES ON THE MARKET, LLC",3678691.8167,530187.70942
POINT (-90.127563966373 29.94963982189),876882,LEBANON'S CAFE,1500 S CARROLLTON AVE,,NEW ORLEANS,LA,70118,504-862-6200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ALSHEREES HUSSAIN,3662685.26663,529185.500032
POINT (-90.039126266221 29.963004742978),876468,BYWATER BAKERY & DELI,3624 DAUPHINE ST,,NEW ORLEANS,LA,70117,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"BYWATER BAKERY & DELI,LLC",3690636.18844,534350.977349
POINT (-90.084304332544 29.925341302555),876710,FRENCH TRUCK COFFEE,2917 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"FRENCH TRUCK,LLC",3676480.7611,520496.414776
POINT (-90.076862132305 29.950725039864),876531,CHEF'S SANDWICH,1250 POYDRAS ST,115,NEW ORLEANS,LA,70112,504-523-6709,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"KUY, LENG",3678736.86037,529752.634305
POINT (-90.067697882024 29.971130081104),876500,CAJUN SEAFOOD # 3,1479 N CLAIBORNE AVE,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),C & H SEAFOOD LLC,3681556.9366,537204.60148
POINT (-90.066408861376 29.950794564917),876735,GEISHA SUSHI RESTAURANT,111 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,917-517-7136,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LUCKY DRAGON, LLC",3682046.80764,529814.365249
POINT (-90.076989294557 29.951922709288),876614,DEBBIE DOES DOBERGE,1179 ANNUNCIATION ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DEBBIE DOES DOBERGE, LLC",3678691.8167,530187.70942
POINT (-90.012349692677 29.920726751194),876453,BUFFALO WILD WINGS,4150 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70131,504-304-6647,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"NOLA WINGS ALGIERS, LLC",3699291.65501,519074.007799
POINT (-90.072177994317 29.989356637289),877138,POPEYES FAMOUS FRIED CHICKEN  #2383,2000 GENTILLY BLVD,,NEW ORLEANS,LA,70119,504-943-5072,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),AMERICA'S FAVORITE CHICK,3680065.56527,543816.834382
POINT (-90.062878934436 29.947716532787),876810,IZZO'S ILLEGAL BURRITO,500 PORT OF NEW ORLEANS PL,#240,NEW ORLEANS,LA,70130,225-706-7000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROLL IT GOOD RIVERWALK, LLC",3683177.03471,528707.457664
POINT (-90.069525160203 29.954417633738),876763,HARD ROCK CAFE,125 BOURBON ST,,NEW ORLEANS,LA,70130,504-529-5617,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HARD ROCK CAFE INTL. STP  INC ATTN: TAX DEPARTMENT,3681045.44232,531120.948546
POINT (-90.103059622398 30.003716901202),876630,DIXIE CHICKEN & RIBS,6264 ARGONNE BLVD,,NEW ORLEANS,LA,70124,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DIXIE CHICKEN &  RIBS LLC,3670234.01422,548932.527507
POINT (-90.129088617699 29.941666517179),876930,MAPLE ST CAFE,7623 MAPLE ST,,NEW ORLEANS,LA,70118,504-314-9003,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),RAWAN INC,3662232.9209,526281.023038
POINT (-89.97891850829 30.051762112697),877476,WALKER'S SOUTHERN-STYLE BBQ,10828 HAYNE BLVD,,NEW ORLEANS,LA,70127,504-241-8227,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"WALKER'S SOUTHERN-STYLE BBQ, LLC",3709318.14878,566846.711332
POINT (-90.134103679583 29.944238651479),877177,REFUEL CAFE,8124 HAMPSON ST,,NEW ORLEANS,LA,70118,504-872-0187,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"REFUEL CAFE, LLC",3660634.86394,527199.692415
POINT (-90.049926728318 29.970848890981),877130,POKEY'S PLACE,1246 FRANKLIN AVE,,NEW ORLEANS,LA,70117,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"POKEY'S PLACE, LLC",3687184.49788,537164.93332
POINT (-90.076989294557 29.951922709288),877205,ROYAL HOUSE RESTAURANT,441 ROYAL ST,,NEW ORLEANS,LA,70130,504-931-5492,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),441 ROYAL LLC,3678691.8167,530187.70942
POINT (-90.105455109701 29.983242041988),876463,BURGER KING #6406,512 CITY PARK AVE,,NEW ORLEANS,LA,70119,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"GPS HOSPITALITY PARTNERS IV, LLC",3669555.62324,541478.915852
POINT (-90.109093512159 29.934892488369),876607,DAT DOGS,5030 FRERET ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DAT DOGS ENTERPRISES LLC,3668591.67258,523884.837372
POINT (-90.102127993262 29.978648165822),876561,CLESI'S,4323 BIENVILLE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DICARLO & CLESI HOSPITALITY, LLC",3670626.82759,539819.704074
POINT (-90.071986526162 29.936469242698),877347,TEA WITCH CAFE LLC,1381 MAGAZINE ST,,NEW ORLEANS,LA,70130,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),TEA WITCH CAFE LLC,3680337.87899,524585.671228
POINT (-90.084902802572 29.930049867601),877282,STILL PERKIN,2727 PRYTANIA ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MRFKAR, INC",3676272.54056,522206.552826
POINT (-90.06430221224 29.956536763213),876740,GOLDEN CHIPS FRENCH QUARTER,537 TOULOUSE ST,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"GOLDEN CHIPS FRENCH QUARTER,LLC",3682690.79176,531909.820803
POINT (-90.073394330908 29.944175832591),877034,NOCHI CAFE BY GRACIOUS,725 HOWARD AVE,,NEW ORLEANS,LA,70130,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LITTLE DRAGON LLC,3679861.19272,527383.161151
POINT (-90.07249343416 29.952586815966),876361,ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HRI LODGING LLC,3680112.84251,530444.840962
POINT (-89.988531684314 30.027775943844),876966,MERMAIDS,8700 LAKE FOREST BLVD,,NEW ORLEANS,LA,70127,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),MERMAIDS LLC,3706379.43159,558088.596379
POINT (-90.076989294557 29.951922709288),876673,ENGLISH TURN CLUB HOLDING,1 CLUBHOUSE DR,,NEW ORLEANS,LA,70131,504-392-2200,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ENGLISH TURN CLUB HOLDING, LLC",3678691.8167,530187.70942
POINT (-90.060997737924 29.959027005628),876707,FRANK'S RESTAURANT,933 DECATUR ST,,NEW ORLEANS,LA,70116,504-525-1602,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),SICILIAN FOODS LLC,3683727.09954,532826.96794
POINT (-90.076989294557 29.951922709288),877097,PEPPERONI'S CAFE,8123 HAMPSON ST,,NEW ORLEANS,LA,70118,504-862-6326,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ESCOHYDE INC,3678691.8167,530187.70942
POINT (-90.070109719521 29.955482031308),876921,MAHONY'S PO-BOYS,901 IBERVILLE ST,,NEW ORLEANS,LA,70112,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MAHONY'S 2 IBERVILLE,LLC",3680856.07016,531505.961283
POINT (-90.039949175103 29.945304050512),877341,TAPEH'S WATERICE,1624 NEWTON ST,,NEW ORLEANS,LA,70114,,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"TAPEH'S WATERICE,LLC",3690448.28604,527911.431103
POINT (-90.08550984616 29.924381813753),876363,ANATOLIA,3100 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PITA HUT PLUS, LLC",3676102.71438,520143.349944
POINT (-90.080059407845 29.934747771466),877008,MR. JOHN'S STEAK HOUSE,2111 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-679-7697,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),2111 ST CHARLES DPR LLC,3677787.92802,523931.626748
POINT (-90.109117090316 29.991058356973),877122,PJ'S COFFEE,5555 CANAL BLVD,,NEW ORLEANS,LA,70124,504-309-3398,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),JUN DA LLC,3668365.99425,544308.835535
POINT (-90.078767327849 29.935606168275),877419,THE TROLLEY STOP CAFE,1923 ST CHARLES AVE,,NEW ORLEANS,LA,70130,504-523-0090,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"THE TROLLEY STOP, INC.",3678193.73794,524248.24902
POINT (-90.085038086241 29.98093575373),877226,SANTA FE RESTAURANT,3201 ESPLANADE AVE,,NEW ORLEANS,LA,70119,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"SANTA FE NOLA, LLC",3676028.10619,540710.096843
POINT (-90.054768928854 29.952097960653),876651,DRY DOCK CAFE,133 DELARONDE ST,,NEW ORLEANS,LA,70114,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"DRY DOCK CAFE, LLC",3685727.51874,530329.269506
POINT (-90.130057348453 29.942173449022),876511,CATALINO'S,7724 MAPLE ST,,NEW ORLEANS,LA,70118,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CATALINO'S LLC,3661924.18874,526462.139774
POINT (-90.068778075165 29.955616406739),876724,G W FINS,808 BIENVILLE ST,,NEW ORLEANS,LA,70112,5045813467,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LFBP #1 LLC,3681277.20124,531559.476227
